assists_per_game,assists_per_game_allowed,blocks_per_game,blocks_per_game_against,field_goal_percentage,field_goal_percentage_allowed,free_throw_percentage,free_throw_percentage_allowed,losses,offensive_rebounds_per_game,offensive_rebounds_per_game_allowed,pf_per_game,pf_per_game_allowed,ppg,ppg_allowed,rebounds_per_game,rebounds_per_game_allowed,steals_per_game,steals_per_game_allowed,three_point_percentage,three_point_percentage_allowed,turnovers_per_game,turnovers_per_game_against,wins
-0.01,0.05,-0.03,-0.33,0.12,-0.44,-0.24,0.06,-0.27,-0.12,-0.15,-0.02,0.37,0.16,-0.01,0.23,0.00,-0.50,-0.18,0.28,-0.33,-0.37,-0.57,0.24
0.02,-0.30,0.25,-0.75,0.13,-0.66,-0.08,0.03,0.09,-0.13,0.15,0.34,0.46,0.14,-0.02,0.22,0.11,-0.72,-0.03,0.40,-0.55,0.18,-0.42,0.00
0.07,0.05,-0.06,0.42,-0.15,0.01,0.27,0.18,0.18,0.19,0.13,0.45,0.37,0.32,0.23,0.03,0.38,0.57,-0.05,0.02,-0.46,0.24,0.67,0.00
0.27,-0.01,0.03,0.58,0.57,0.04,0.29,0.48,-0.45,-0.34,-0.15,-0.30,0.23,0.25,0.03,-0.05,-0.32,0.03,0.30,0.34,0.13,0.12,-0.08,0.29
0.11,-0.14,-0.29,0.79,0.27,0.37,-0.02,0.34,-0.09,-0.33,-0.34,-0.41,0.32,0.17,0.06,-0.22,-0.46,-0.21,-0.05,0.09,0.31,-0.22,-0.11,0.19
-0.13,-0.35,-0.19,0.83,0.04,-0.16,0.71,0.50,-0.64,-0.18,-0.34,-0.58,0.48,0.10,-0.22,0.04,-0.18,-0.15,-0.03,-0.03,-0.05,-0.38,-0.06,0.48
0.43,0.22,0.27,0.33,0.06,-0.26,-0.13,0.03,-0.09,0.13,0.26,0.50,0.09,0.23,0.24,0.26,0.43,0.15,0.30,-0.02,0.26,0.15,0.29,0.10
0.07,-0.15,0.46,-0.21,-0.19,-0.27,0.16,-0.39,0.00,0.04,-0.06,-0.28,0.08,0.01,-0.08,0.16,0.09,-0.32,-0.17,-0.44,-0.40,-0.09,-0.24,0.05
0.27,0.24,0.05,-0.08,0.33,0.02,-0.36,-0.81,-0.09,0.25,0.04,-0.20,0.31,0.23,0.05,0.22,-0.32,0.46,0.30,0.04,0.17,0.31,0.22,0.19
0.01,0.03,0.08,-0.33,0.13,-0.05,-0.02,-0.49,-0.27,0.04,-0.09,-0.28,0.11,0.05,-0.04,0.08,-0.24,0.24,-0.05,-0.22,-0.03,0.28,0.08,0.14
0.21,0.10,-0.05,0.08,0.11,-0.18,-0.24,-0.06,-0.09,-0.10,-0.06,-0.20,-0.46,-0.08,-0.32,-0.13,-0.11,0.38,-0.35,0.07,0.02,-0.25,0.25,0.19
0.13,-0.15,0.02,0.13,0.02,-0.40,0.88,-0.01,-0.36,0.07,-0.13,-0.42,0.06,-0.19,-0.30,0.19,-0.43,-0.41,0.13,-0.43,-0.72,0.04,-0.39,0.10
0.19,0.02,-0.49,0.25,-0.20,0.20,0.27,0.18,0.36,0.14,0.21,0.13,-0.05,-0.13,0.04,0.01,0.11,0.28,0.40,-0.16,-0.67,0.31,0.37,-0.05
-0.12,-0.28,-0.17,-0.37,-0.05,-0.32,0.16,0.44,0.00,-0.08,-0.53,-0.27,-0.40,-0.35,-0.42,-0.05,-0.64,-0.49,-0.35,0.12,-0.30,-0.25,-0.75,0.10
0.01,-0.04,-0.08,-0.92,-0.09,-0.23,0.20,-0.49,0.27,0.17,-0.26,0.52,-0.26,-0.15,-0.26,0.02,-0.46,-0.13,-0.30,0.09,-0.30,0.09,-0.27,-0.14
-0.25,-0.59,-0.40,-0.17,0.04,-0.15,0.18,0.15,0.18,-0.01,-0.66,0.42,0.17,-0.03,-0.19,0.08,-0.59,-0.34,-0.33,0.19,-0.28,0.09,-0.27,0.10
-0.01,-0.09,-0.02,0.13,-0.06,-0.41,0.10,0.21,-0.09,0.40,-0.04,0.03,0.02,0.13,-0.12,0.28,-0.15,0.06,-0.35,-0.07,-0.70,0.03,0.03,0.19
0.13,-0.11,-0.17,0.33,0.23,-0.22,0.51,-0.06,-0.45,0.10,-0.19,0.19,0.20,0.27,-0.16,0.14,-0.35,-0.12,-0.75,0.08,-0.54,-0.32,-0.11,0.33
0.24,0.14,-0.02,0.00,0.37,-0.04,0.33,-0.09,-0.55,0.61,0.00,0.03,0.23,0.51,0.13,0.43,-0.50,0.00,0.10,0.28,-0.47,0.50,-0.08,0.38
0.36,0.03,0.46,-0.12,0.54,-0.51,-0.06,0.03,0.09,0.16,0.36,-0.53,-0.17,0.04,0.01,0.27,-0.36,-0.44,0.70,-0.15,-0.25,0.24,-0.77,0.00
-0.03,0.28,-0.06,-0.08,0.18,0.68,-0.05,-0.14,0.91,-0.07,0.45,-0.06,-0.62,-0.13,0.44,-0.20,0.20,0.18,0.45,-0.46,0.11,0.04,-0.27,-0.38
0.27,0.26,-0.11,0.04,0.33,0.04,0.11,0.23,0.64,-0.28,0.15,-0.41,-0.25,-0.15,0.10,-0.06,-0.21,-0.44,0.20,-0.14,-0.13,-0.13,-0.80,-0.29
-0.03,0.38,0.03,0.21,0.15,0.18,-0.03,0.26,0.82,-0.07,0.25,-0.56,-0.17,-0.18,0.31,0.04,-0.17,-0.87,0.13,-0.02,-0.23,-0.07,-1.11,-0.52
-0.42,-0.26,0.44,-0.25,-0.24,-0.61,-0.03,-0.12,-0.18,0.14,-0.15,-0.36,0.02,-0.23,-0.33,0.08,-0.08,-0.54,-0.65,-0.57,0.60,-0.46,-0.35,-0.05
0.25,-0.05,-0.11,-0.46,0.29,0.12,0.26,0.09,-0.18,-0.02,-0.04,-0.08,-0.20,0.09,-0.09,-0.12,-0.27,-0.01,-0.13,0.21,0.02,-0.40,-0.03,0.24
0.53,0.06,-0.08,0.17,0.19,-0.32,0.08,-1.10,0.00,-0.12,0.51,-0.19,0.12,0.10,-0.04,0.07,0.13,-0.18,-0.10,0.22,-0.40,0.16,0.00,0.00
0.47,-0.06,0.11,0.04,0.29,-0.16,0.19,-0.50,-0.18,-0.04,0.13,-0.37,0.40,0.15,-0.04,0.02,-0.23,-0.26,0.25,0.34,-0.11,-0.04,-0.25,0.00
0.49,-0.24,-0.43,-0.42,0.37,-0.10,0.13,-0.56,-0.27,-0.14,-0.47,-0.03,0.29,0.19,-0.16,0.04,-0.48,0.07,-0.15,0.17,-0.29,-0.04,0.28,0.19
-0.19,-0.09,-0.33,-0.33,-0.27,0.18,-0.23,-0.27,0.00,0.12,-0.36,0.22,-0.65,-0.17,-0.22,-0.04,-0.03,0.26,-0.43,-0.26,-0.31,0.03,0.33,0.19
0.10,0.14,0.14,0.04,0.09,0.26,-0.18,-0.62,0.09,-0.12,-0.11,-0.08,0.42,0.08,0.05,-0.07,0.06,0.12,0.15,-0.16,-0.07,0.16,0.27,-0.05
-0.27,0.04,-0.19,0.37,-0.29,0.73,0.12,-0.51,0.09,0.22,-0.23,-0.12,0.29,-0.14,0.01,-0.12,-0.21,0.28,0.08,-0.11,-0.01,0.24,0.25,-0.14
-0.13,0.26,0.08,0.33,-0.11,0.51,-0.16,-0.67,0.27,0.10,0.15,-0.20,0.66,-0.04,0.16,-0.05,0.05,0.09,0.08,-0.27,0.02,0.31,0.10,-0.24
-0.24,0.26,0.52,0.00,-0.28,-0.38,-0.40,0.09,0.18,0.25,0.57,-0.39,-0.18,-0.14,-0.08,0.15,0.60,0.01,0.07,0.43,-0.32,-0.12,-0.34,-0.10
0.02,0.11,0.33,0.54,0.15,0.44,0.16,-0.03,0.36,-0.13,0.64,0.55,0.23,0.12,0.48,-0.04,0.48,-0.37,0.65,0.16,-0.06,0.76,0.04,-0.29
0.09,0.38,-0.08,0.92,-0.07,0.27,-0.38,-0.05,-0.27,0.39,-0.02,-0.36,-0.18,0.06,-0.11,-0.04,0.12,1.00,-0.43,-0.62,0.51,-0.69,0.77,0.19
0.75,-0.04,0.22,-0.17,0.60,-0.91,0.20,0.55,-0.91,-0.45,-0.17,-0.58,0.55,0.31,-0.48,0.07,-0.43,-0.34,0.07,0.55,-0.90,0.07,0.09,0.29
0.53,0.64,-0.06,0.42,0.37,0.20,0.10,0.23,-0.36,-0.05,0.06,-0.06,-0.26,0.21,0.03,-0.11,-0.10,0.41,0.00,0.52,0.00,-0.18,0.15,0.10
0.08,0.58,0.32,0.37,-0.25,-0.20,0.04,-0.21,-0.45,0.60,0.45,-0.11,0.12,0.09,0.05,0.35,0.30,0.25,-0.07,-0.28,-0.11,0.06,0.14,0.14
-0.13,0.09,0.11,-0.04,-0.32,-0.41,-0.40,-0.23,-0.09,0.42,-0.11,-0.69,-0.58,-0.18,-0.39,0.17,0.00,-0.09,-0.82,-0.37,-0.07,-0.94,-0.53,0.10
-0.07,-0.20,0.10,-0.04,-0.10,0.11,-0.28,-0.40,-0.27,0.04,-0.04,0.27,0.45,0.18,0.10,0.04,0.29,0.32,0.10,-0.20,-0.03,0.25,0.53,0.00
0.00,-0.06,0.35,0.17,0.16,-0.05,0.41,-0.12,-0.18,-0.04,0.08,-0.19,0.00,0.29,0.00,-0.03,-0.05,0.12,0.00,0.23,0.38,-0.04,0.13,-0.05
0.22,-0.14,0.25,0.08,0.28,-0.62,-0.36,-0.07,-0.09,0.30,0.49,0.13,0.45,0.28,0.01,0.32,0.06,-0.21,0.40,0.19,-0.30,0.37,-0.05,0.05
0.19,-0.06,-0.30,0.08,-0.06,0.12,0.01,0.12,0.09,0.02,0.13,0.41,-0.31,0.10,0.06,-0.05,0.21,0.69,0.47,-0.12,-0.06,0.28,0.53,0.05
0.29,-0.09,0.17,-0.21,0.33,-0.01,-0.26,-0.16,-0.55,-0.13,-0.06,0.25,0.14,0.41,0.01,0.00,0.07,0.49,0.25,0.39,0.34,0.09,0.29,0.38
-0.33,-0.51,0.03,-0.25,0.13,-0.44,0.15,0.00,-0.27,-0.19,0.08,-0.05,-0.18,-0.06,-0.51,-0.21,-0.13,0.47,0.10,0.25,0.08,-0.06,0.37,0.29
0.30,-0.04,0.02,0.25,0.21,0.04,-0.15,0.09,0.27,0.08,-0.26,0.28,-0.25,0.05,0.05,0.06,-0.39,0.03,0.25,-0.25,0.01,0.44,-0.05,-0.14
-0.28,0.02,-0.35,-0.50,0.12,0.28,-0.60,0.02,0.18,0.04,-0.30,0.09,-0.15,-0.04,0.09,-0.04,-0.25,-0.24,-0.38,0.15,0.01,0.06,-0.28,-0.24
0.37,-0.01,-0.16,-0.50,0.40,0.15,0.20,0.20,-0.45,-0.16,-0.55,-0.28,-0.15,0.22,-0.08,-0.08,-0.49,-0.22,-0.40,0.40,-0.03,-0.50,-0.39,0.14
-0.29,-0.49,-0.44,-0.08,-0.24,-0.04,-0.30,-0.01,0.64,-0.43,-0.60,0.56,-0.65,-0.59,-0.48,-0.40,-0.28,-0.13,-0.35,0.18,0.03,-0.57,-0.34,-0.38
-0.66,-0.81,-0.30,0.29,-0.35,-0.32,-0.13,0.09,0.36,-0.54,-1.34,0.11,-0.08,-0.81,-0.87,-0.41,-0.81,-0.24,-0.68,-0.06,0.22,-0.54,-0.14,-0.29
-0.17,-0.24,-0.41,0.25,-0.48,0.18,0.23,0.57,0.73,-0.55,-0.58,0.33,-0.68,-0.57,-0.29,-0.51,0.02,-0.38,-0.65,-0.06,0.33,-0.93,-0.29,-0.38
-0.10,-0.41,-0.05,-0.29,-0.13,-0.62,-0.02,0.58,0.36,-0.61,-0.43,0.11,-0.74,-0.50,-0.43,-0.27,-0.07,-0.16,-0.30,-0.05,0.44,-0.54,-0.30,-0.14
0.46,0.18,0.25,-0.04,0.13,-0.50,0.20,-0.26,0.00,0.51,0.15,0.27,0.51,0.42,0.23,0.56,0.06,0.15,0.45,-0.43,-0.52,0.47,-0.03,0.00
0.00,-0.30,0.11,-0.67,0.03,-0.68,-0.18,-0.21,-0.18,0.28,-0.17,-0.16,0.55,-0.04,-0.46,0.17,-0.36,0.21,-0.22,-0.29,-0.37,0.15,0.15,0.10
0.06,0.20,0.03,-0.21,0.15,0.13,0.27,-0.14,0.00,0.02,0.17,-0.70,0.11,0.12,0.00,0.01,-0.02,0.03,0.05,-0.11,-0.24,-0.01,-0.01,-0.05
-0.12,0.04,0.05,0.08,-0.11,0.02,0.21,-0.25,0.27,-0.18,0.40,-0.14,0.65,0.16,0.19,-0.14,0.53,0.25,0.18,0.32,-0.29,0.24,0.38,-0.05
0.22,0.36,0.17,-0.37,0.27,-0.28,0.56,0.08,0.00,0.22,0.13,-0.47,0.25,0.36,0.07,0.26,-0.21,-0.03,0.00,0.11,0.10,0.10,-0.15,-0.10
-0.07,-0.34,0.06,0.71,-0.25,0.17,-0.05,-0.51,-0.09,0.47,0.25,0.03,0.25,0.27,0.05,0.26,0.40,-0.01,-0.03,-0.39,0.02,-0.31,0.18,0.05
-0.37,-0.04,-0.27,-0.25,-0.02,0.35,-0.07,0.30,-0.27,-0.23,-0.13,-0.50,0.15,-0.25,-0.24,-0.39,-0.33,-0.06,-0.30,0.40,0.44,-0.09,0.09,0.19
0.04,0.14,0.05,0.37,-0.12,0.20,-0.51,-0.63,0.09,0.51,0.42,-0.30,-0.34,0.13,0.12,0.16,0.37,-0.10,-0.38,-0.20,0.21,-0.43,0.06,0.00
0.19,0.03,0.11,0.08,0.04,0.23,-0.32,0.19,-0.27,0.01,0.40,-0.09,-0.15,0.34,0.18,-0.07,0.43,0.38,0.22,0.25,0.45,-0.21,0.42,0.29
-0.13,0.13,-0.13,-0.37,-0.02,0.15,0.00,-0.13,-0.55,-0.13,0.09,-0.45,0.18,0.20,-0.08,-0.14,0.14,0.24,0.00,0.04,0.01,-0.13,0.32,0.38
0.60,-0.05,0.19,0.00,0.48,-0.20,-0.03,0.13,-0.73,-0.06,0.08,-0.56,0.20,0.55,-0.10,0.02,-0.13,0.40,0.15,0.04,0.26,-0.21,0.47,0.48
0.44,-0.15,0.27,-0.08,0.21,0.09,0.04,0.19,-0.45,0.47,0.42,0.03,0.14,0.73,0.22,0.25,0.14,0.22,0.07,0.26,-0.09,-0.22,0.10,0.38
0.36,-0.01,0.11,0.42,0.17,-0.15,-0.04,0.07,-0.45,0.17,0.53,-0.17,0.08,0.49,-0.03,0.09,0.29,0.43,0.10,0.30,-0.16,-0.21,0.47,0.38
0.39,-0.16,0.17,0.13,0.14,-0.26,0.20,0.07,-0.36,0.04,0.42,-0.63,-0.02,0.40,-0.16,0.03,0.19,0.40,0.22,0.25,0.34,-0.40,0.23,0.38
0.31,0.26,-0.25,0.17,0.21,0.16,0.23,-0.23,0.00,-0.55,0.28,0.02,0.15,0.24,0.26,-0.25,0.38,0.10,0.20,0.25,-0.15,0.00,0.05,-0.05
0.17,-0.29,0.68,-0.58,-0.07,-0.24,-0.03,-0.44,-0.36,0.29,0.75,0.09,0.03,0.26,0.10,0.29,0.56,0.40,0.38,-0.11,-0.67,0.43,0.44,0.24
0.15,0.30,0.32,0.50,-0.05,-0.20,-0.18,0.17,-0.27,0.58,-0.58,-0.03,0.09,-0.07,-0.05,0.46,-0.65,-0.28,0.65,-0.30,0.44,0.32,-0.49,0.14
0.30,0.20,0.03,0.92,-0.18,-0.33,-0.14,0.47,0.09,0.51,-0.23,0.39,-0.25,0.03,-0.11,0.26,-0.20,0.44,0.48,-0.12,0.00,0.22,0.34,-0.05
0.10,0.44,0.24,-0.13,0.18,0.55,0.00,-0.43,-0.55,0.54,0.72,0.03,0.09,0.72,0.51,0.25,0.48,0.65,0.28,-0.10,-0.14,0.18,0.70,0.48
0.10,-0.06,0.17,-0.25,0.40,-0.82,-0.10,0.07,-0.45,0.11,0.21,0.30,0.46,0.34,0.04,0.40,-0.11,-0.16,0.30,0.38,-0.18,0.38,-0.20,0.14
0.19,-0.25,0.11,-0.79,0.44,-0.85,-0.29,0.46,-0.18,-0.43,0.17,-0.27,0.09,-0.09,-0.25,-0.03,0.00,-0.26,0.22,0.29,-0.01,0.09,-0.48,0.19
0.01,0.29,0.40,-0.87,-0.11,-0.02,-0.27,-0.56,0.09,0.11,0.79,-0.31,-0.14,-0.07,0.08,0.03,0.64,0.10,0.10,-0.57,0.06,0.03,0.09,-0.05
-0.39,-0.21,-0.14,0.29,-0.36,0.10,0.27,0.10,0.09,-0.01,-0.42,0.37,0.11,-0.14,-0.13,-0.16,-0.18,0.16,-0.57,-0.20,-0.09,-0.15,0.11,0.00
0.40,-0.25,0.00,0.04,0.33,-0.61,0.22,0.06,-0.45,0.12,-0.38,-0.27,-0.11,0.23,-0.36,0.19,-0.60,-0.25,-0.32,0.36,-0.57,-0.25,-0.29,0.29
0.21,0.22,0.02,0.04,0.11,0.38,-0.21,0.71,0.45,-0.29,-0.04,-0.72,0.14,-0.05,0.15,-0.26,0.12,-0.24,-0.15,-0.19,0.26,-0.13,-0.28,-0.24
-0.20,0.36,-0.19,0.67,-0.10,0.09,0.02,-0.15,0.36,0.25,0.15,0.33,0.55,0.05,0.30,0.26,-0.08,-0.51,0.08,0.06,-0.02,0.24,-0.49,-0.10
0.08,-0.38,0.44,0.13,0.11,-0.87,-0.30,-0.29,-0.27,0.36,0.15,-0.44,-0.14,-0.03,-0.26,0.39,-0.08,-0.28,0.38,0.00,0.06,0.18,-0.32,0.10
0.37,-0.24,-0.14,-0.17,0.52,-0.38,-0.34,0.25,-0.18,0.13,-0.13,-0.06,0.35,0.33,0.08,0.38,-0.32,-0.44,0.60,0.48,0.14,0.47,-0.24,0.00
0.33,0.05,-0.11,-0.54,0.27,0.32,-0.01,-0.16,0.18,0.07,0.62,-0.12,-1.00,0.42,0.38,0.00,0.48,0.03,-0.30,-0.02,0.05,-0.28,0.16,0.00
0.25,-0.17,0.33,-0.67,0.39,-0.33,-0.30,-0.07,-0.18,0.01,0.68,-0.58,-0.78,0.19,0.03,0.00,0.36,0.13,0.07,-0.16,0.18,0.01,0.20,0.00
0.62,0.09,0.25,0.29,0.21,-0.38,0.23,-0.03,-0.09,0.35,0.47,0.25,0.26,0.51,0.29,0.39,0.21,0.09,0.22,0.47,-0.17,0.04,-0.09,0.14
0.29,-0.26,-0.02,-0.25,0.37,0.20,0.21,0.25,0.27,-0.33,0.15,-0.19,0.08,0.26,0.21,-0.21,0.04,-0.13,-0.38,0.39,0.00,-0.32,-0.14,-0.10
0.67,-0.14,0.33,0.50,0.28,-0.63,-0.04,0.43,0.55,0.25,0.32,0.27,0.09,0.21,0.15,0.36,0.12,-0.21,0.35,0.21,0.33,0.25,-0.19,-0.33
0.29,0.03,0.44,0.54,-0.21,-0.28,-0.29,0.46,0.73,0.51,0.72,0.42,-0.35,0.07,0.29,0.25,0.62,0.50,0.38,-0.40,0.16,0.24,0.28,-0.33
0.45,0.33,0.21,-0.12,0.41,0.15,0.37,0.19,-0.36,0.46,-0.72,0.30,-0.03,0.31,-0.08,0.22,-0.94,-0.29,-0.68,-0.10,0.37,-0.51,-0.32,0.10
-0.07,-0.05,-0.37,0.25,0.16,-0.26,0.20,0.33,-0.18,0.40,-0.72,-0.09,-0.31,-0.17,-0.38,0.26,-1.11,-0.56,-0.38,-0.16,0.11,-0.47,-0.86,-0.05
0.13,0.01,0.02,0.17,-0.16,0.00,0.16,-0.26,-0.18,0.49,-0.32,-0.05,-0.69,-0.20,-0.29,0.21,-0.57,0.06,-0.15,-0.72,-0.18,-0.15,-0.06,0.00
0.70,-0.36,0.05,-0.17,0.50,-0.07,0.09,0.14,-0.73,0.20,-0.49,0.42,0.31,0.23,-0.09,0.37,-0.79,-0.16,0.60,-0.24,-0.24,0.76,0.04,0.14
-0.03,-0.36,-0.35,0.37,-0.31,0.04,-0.20,-0.03,-0.27,0.10,-0.15,-0.19,-0.06,-0.21,-0.31,-0.13,-0.03,0.04,-0.40,-0.34,-0.37,-0.38,0.06,0.14
-0.37,-0.53,-0.41,0.21,-0.16,0.33,-0.20,0.06,-0.18,-0.05,-0.58,0.59,0.05,-0.24,-0.20,-0.29,-0.28,0.22,-0.13,-0.34,-0.21,-0.03,0.44,0.29
-0.26,0.11,-0.14,-0.42,-0.35,-0.02,0.18,-0.01,-0.18,0.27,0.51,0.37,0.26,0.10,0.00,-0.02,0.49,0.22,-0.47,0.29,-0.31,-0.09,0.28,0.14
0.37,0.25,0.51,0.38,0.24,-0.44,-0.35,-0.51,-0.36,0.75,0.70,0.09,0.72,0.76,0.54,0.85,0.66,0.10,0.65,0.10,-0.29,0.47,0.09,0.43
0.10,0.25,0.27,-0.33,0.03,0.16,-0.13,0.06,0.00,0.02,0.66,0.67,0.57,0.21,0.55,0.06,0.65,0.32,0.27,-0.20,0.59,0.38,0.39,0.00
0.44,0.14,0.30,-0.29,0.28,-0.16,-0.09,0.27,0.18,-0.11,0.38,-0.36,-0.29,0.16,0.14,0.09,0.24,-0.09,0.18,0.66,0.20,0.04,-0.23,-0.10
-0.33,0.19,-0.32,0.33,-0.42,0.93,0.57,0.11,0.45,-0.27,-0.11,0.36,0.08,-0.08,0.17,-0.48,0.29,0.15,-0.68,0.02,0.03,-0.50,0.29,-0.29
-0.19,0.45,-0.32,0.33,-0.16,0.82,0.27,-0.05,0.18,-0.28,0.02,-0.14,0.03,0.03,0.37,-0.22,0.35,-0.12,-0.45,-0.27,0.33,-0.41,-0.24,-0.10
0.06,0.20,0.22,-0.83,0.04,-0.12,-0.04,0.54,0.45,-0.30,-0.36,-0.37,0.05,-0.09,0.20,0.00,-0.08,-0.38,0.15,-0.04,0.26,0.26,-0.47,-0.24
-0.10,0.07,-0.02,-0.17,-0.16,0.24,0.29,0.05,0.00,-0.14,-0.47,-0.09,0.31,-0.09,-0.00,-0.10,-0.12,0.18,0.05,0.01,0.03,0.00,-0.01,-0.05
0.13,0.19,0.10,-0.42,-0.04,0.32,0.43,0.19,0.09,0.05,-0.11,-0.14,0.08,0.22,0.28,-0.07,-0.02,-0.06,-0.07,0.17,0.24,-0.26,-0.19,0.10
0.16,-0.13,-0.11,-0.17,0.44,0.09,0.02,0.14,-0.55,0.01,-0.13,-0.27,0.03,0.14,-0.07,0.01,-0.51,-0.24,0.20,-0.12,-0.06,-0.15,-0.29,0.38
0.42,0.05,-0.06,-0.50,0.53,-0.04,0.28,0.22,-0.64,-0.31,-0.49,-0.30,0.52,0.33,0.00,0.10,-0.57,0.00,0.38,0.60,-0.14,0.31,-0.14,0.24
0.37,0.01,-0.11,-0.46,0.56,-0.01,-0.15,-0.27,-0.82,0.05,-0.55,-0.58,0.43,0.35,-0.24,0.14,-0.73,-0.49,-0.43,0.41,-0.59,-0.34,-0.29,0.43
-0.12,-0.20,-0.11,-0.21,0.23,0.16,0.30,-0.37,-0.36,-0.06,-0.47,-0.42,0.37,0.13,-0.24,-0.07,-0.47,-0.10,-0.43,0.60,0.20,-0.26,0.08,0.14
-0.20,0.21,0.56,0.08,-0.25,-0.57,-0.07,-0.54,-0.55,0.18,0.49,0.09,-0.20,0.01,-0.20,0.19,0.54,0.53,-0.35,-0.08,-0.52,-0.53,0.23,0.33
-0.70,0.27,0.03,0.13,-0.43,-0.23,-0.18,0.51,0.55,0.43,0.30,-0.52,-0.65,-0.38,-0.13,-0.08,0.09,-0.21,-0.82,-0.31,0.57,-0.93,-0.49,-0.10
-0.38,0.04,0.05,-0.37,0.01,-0.80,-0.39,0.20,0.09,0.36,-0.13,-0.64,-0.66,-0.23,-0.46,0.17,-0.42,-0.16,-0.75,-0.18,0.28,-0.60,-0.42,0.10
-0.11,0.64,-0.24,0.13,0.12,0.15,0.30,0.37,0.36,-0.07,-0.15,-1.09,-0.80,-0.00,-0.05,-0.23,-0.33,-0.09,-1.05,0.02,0.64,-0.96,-0.43,-0.19
0.15,0.21,0.00,0.17,-0.06,0.43,0.10,0.35,0.36,0.17,0.32,0.50,-0.22,0.25,0.49,0.02,0.32,0.01,-0.25,0.20,0.15,-0.04,0.00,-0.24
-0.06,0.53,0.00,0.21,-0.16,0.50,-0.07,0.14,0.27,0.24,0.26,0.61,0.37,0.32,0.71,0.19,0.43,0.18,0.08,-0.27,0.08,0.29,0.22,-0.29
-0.03,-0.25,-0.19,-0.58,0.10,-0.09,-0.16,-0.11,-0.45,-0.01,-0.09,-0.39,-0.25,-0.03,-0.26,-0.03,0.01,0.21,0.00,0.06,-0.68,-0.24,0.05,0.33
-0.28,-0.41,-0.06,-0.75,0.10,-0.38,0.43,-0.07,-0.36,-0.17,0.04,-0.14,0.49,0.06,-0.23,-0.02,-0.28,-0.32,-0.45,-0.24,-0.28,-0.09,-0.41,0.33
0.11,0.56,0.05,0.50,0.13,0.55,-0.15,0.09,-0.09,0.27,0.53,-0.03,0.60,0.56,0.70,0.16,0.53,0.12,0.27,-0.22,0.38,0.03,0.20,0.10
0.24,0.40,-0.21,-0.08,0.08,0.34,0.20,-0.09,0.09,-0.08,0.60,-0.30,0.09,0.26,0.37,-0.10,0.45,-0.07,-0.38,0.62,-0.16,-0.06,0.03,0.05
-0.22,0.13,0.11,0.08,-0.21,0.10,-0.33,-0.52,0.18,0.33,0.30,0.23,0.02,-0.04,0.12,0.08,0.18,0.21,-0.45,-0.70,0.09,0.01,0.37,-0.14
0.11,-0.24,0.27,-0.50,0.35,-0.20,0.13,0.01,-0.55,0.14,-0.11,-0.16,0.48,0.40,-0.15,0.11,-0.09,-0.18,-0.55,0.03,-0.39,-0.13,0.23,0.38
0.02,0.04,0.56,0.62,0.03,-0.62,0.14,0.38,0.00,-0.04,0.25,-0.03,-0.29,-0.08,-0.07,0.14,0.10,-0.09,-0.07,0.34,0.25,0.18,-0.08,-0.10
-0.18,0.09,0.76,0.33,0.25,-0.76,-0.36,-0.25,-0.36,0.31,0.74,-0.13,-0.12,0.09,0.06,0.39,0.25,-0.04,-0.07,0.29,0.10,0.38,-0.20,0.10
-0.08,0.35,0.33,0.54,0.17,-0.28,0.47,0.13,-0.09,-0.05,0.43,-0.42,-0.37,0.08,0.08,0.07,0.01,0.03,-0.02,0.25,-0.41,0.31,-0.09,-0.10
-0.17,-0.15,-0.10,-0.25,-0.04,0.34,0.20,0.48,0.00,-0.20,-0.28,0.03,-0.09,-0.17,0.09,-0.16,-0.23,-0.25,-0.02,0.16,0.63,-0.10,-0.28,0.00
-0.13,-0.20,-0.27,-0.29,0.29,0.29,-0.12,0.23,-0.64,-0.07,-0.02,0.36,0.45,0.36,0.03,-0.20,-0.13,0.32,-0.03,-0.13,-0.34,0.15,0.73,0.38
0.70,0.18,-0.14,-0.25,0.61,0.13,0.21,0.03,-0.73,-0.05,0.45,-0.11,0.38,0.77,0.17,-0.06,0.09,0.35,0.07,0.45,-0.11,-0.09,0.63,0.48
0.11,0.03,-0.22,0.37,-0.02,-0.21,0.09,-0.32,-0.27,-0.28,0.26,-0.36,0.38,-0.08,-0.10,-0.09,0.19,0.10,-0.05,-0.01,-0.30,-0.01,-0.13,0.10
0.19,0.00,0.02,0.25,0.05,-0.23,0.06,-0.69,0.00,-0.11,0.23,0.16,0.34,0.06,-0.04,0.01,0.04,-0.12,-0.40,-0.04,-0.55,0.06,-0.08,0.10
0.29,-0.10,0.05,-0.21,-0.05,-0.16,0.49,-0.12,-0.27,-0.11,-0.02,-0.19,0.15,0.11,-0.13,-0.04,-0.12,0.09,-0.60,0.07,0.09,-0.10,0.03,0.14
-0.36,-0.19,0.29,0.33,-0.28,-0.16,0.04,-0.26,0.73,-0.16,-0.26,-0.27,-0.35,-0.66,-0.28,-0.11,-0.26,-0.46,0.00,0.39,0.64,-0.09,-0.72,-0.43
0.15,-0.03,0.48,0.58,-0.07,-0.12,-0.20,-0.30,0.55,-0.27,0.23,-0.31,0.03,-0.19,-0.06,-0.09,0.16,0.09,0.57,0.37,0.38,0.40,0.05,-0.33
